...1,TREE_COMPOSITE_ID,PLOT_COMPOSITE_ID,SPCD,PLOT,SUBP,COUNTYCD,STATECD,PLT_CN,INVYR,CYCLE,MEASYEAR,TREE_CN,COND_CN,CONDID,STATUSCD,DIA,COND_STATUS_CD,LAT,LON,BALIVE,SICOND,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,SDIMAX_RMRS,SDI_RMRS,SLOPE,ASPECT,CONDPROP_UNADJ,RECONCILECD,TPA_UNADJ,MORTYR,DAMAGE_AGENT_CD1,DAMAGE_AGENT_CD2,DAMAGE_AGENT_CD3,AGENTCD,PREV_STATUS_CD,ADFORCD
38,16_1_35_82730_1_4,16_1_35_82730,108,82730,1,35,16,4722783010690,2004,2,2004,4722798010690,4722786010690,1,1,13.2,1,46.576014,-114.983579,116.013,58,0,NA,NA,NA,NA,NA,700,218.391,50,299,1,NA,6.018046,NA,0,NA,NA,NA,NA,105
308,16_1_49_80045_1_30,16_1_49_80045,108,80045,1,49,16,4726500010690,2004,2,2004,4726539010690,4726503010690,1,1,5,1,45.639982,-115.782832,259.3236,61,0,NA,NA,NA,NA,NA,700,611.1614,10,10,1,NA,6.018046,NA,22000,0,NA,NA,NA,117
353,16_1_49_80045_3_19,16_1_49_80045,108,80045,3,49,16,4726500010690,2004,2,2004,4726610010690,4726503010690,1,2,5.6,1,45.639982,-115.782832,259.3236,61,0,NA,NA,NA,NA,NA,700,611.1614,10,10,1,NA,6.018046,NA,NA,NA,NA,NA,NA,117
424,16_1_49_81221_2_1,16_1_49_81221,122,81221,2,49,16,4726961010690,2004,2,2004,4726978010690,4726964010690,1,1,14,1,45.288584,-116.427125,168.2324,54,0,NA,NA,NA,NA,NA,450,241.5124,38,70,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
469,16_1_49_83525_1_3,16_1_49_83525,122,83525,1,49,16,4727530010690,2004,2,2004,4727542010690,4727533010690,1,1,26.3,1,45.98837,-114.803687,153.915,74,0,NA,NA,NA,NA,NA,450,190.2369,68,276,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
488,16_1_49_83657_2_3,16_1_49_83657,108,83657,2,49,16,4727582010690,2004,2,2004,4727619010690,4727585010690,1,1,9.4,1,46.267759,-114.993931,134.128,38,0,NA,NA,NA,NA,NA,670,257.0672,55,352,1,NA,6.018046,NA,90005,0,NA,NA,NA,117
533,16_1_49_83908_1_16,16_1_49_83908,108,83908,1,49,16,4727741010690,2004,2,2004,4727767010690,4727744010690,1,2,15.6,1,45.773188,-115.26409,134.8194,59,12,2002,0,NA,NA,NA,700,303.875,51,120,1,NA,6.018046,2001,NA,NA,NA,10,NA,117
578,16_1_49_83908_4_6,16_1_49_83908,108,83908,4,49,16,4727741010690,2004,2,2004,4727827010690,4727744010690,1,2,11.1,1,45.773188,-115.26409,134.8194,59,12,2002,0,NA,NA,NA,700,303.875,51,120,1,NA,6.018046,2002,NA,NA,NA,10,NA,117
623,16_1_49_84082_2_18,16_1_49_84082,108,84082,2,49,16,4727926010690,2004,2,2004,4727983010690,4727929010690,1,1,9.4,1,45.750711,-115.626057,187.0521,54,0,NA,NA,NA,NA,NA,700,406.4443,25,295,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
758,16_1_49_84684_4_19,16_1_49_84684,108,84684,4,49,16,4728182010690,2004,2,2004,4728243010690,4728185010690,1,1,8.8,1,45.910483,-115.338932,87.1721,62,22,2002,0,NA,NA,NA,670,154.6559,20,343,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
803,16_1_49_85437_1_9,16_1_49_85437,108,85437,1,49,16,4728539010690,2004,2,2004,4728559010690,4728542010690,1,2,9.7,1,45.77628,-115.774104,137.7095,30,0,NA,NA,NA,NA,NA,735,235.6761,20,272,1,NA,6.018046,2002,NA,NA,NA,10,NA,117
1163,16_1_49_85715_1_10,16_1_49_85715,108,85715,1,49,16,4728713010690,2004,2,2004,4728732010690,4728716010690,1,1,11,1,45.64135,-115.457951,135.6006,49,12,9999,0,NA,NA,NA,670,257.0678,47,49,1,NA,6.018046,NA,90006,0,NA,NA,NA,117
1208,16_1_49_86091_2_8,16_1_49_86091,108,86091,2,49,16,4728863010690,2004,2,2004,4728884010690,4728867010690,2,2,5.3,1,46.267428,-115.309726,95.1522,68,0,NA,NA,NA,NA,NA,595,149.6185,43,156,0.390231,NA,6.018046,NA,NA,NA,NA,NA,NA,105
1523,16_1_49_84082_4_2,16_1_49_84082,108,84082,4,49,16,4727926010690,2004,2,2004,4728013010690,4727929010690,1,1,7.1,1,45.750711,-115.626057,187.0521,54,0,NA,NA,NA,NA,NA,700,406.4443,25,295,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
1568,16_1_49_86539_1_7,16_1_49_86539,108,86539,1,49,16,4729068010690,2004,2,2004,4729085010690,4729071010690,1,1,12,1,46.407163,-115.313196,100.2471,53,0,NA,NA,NA,NA,NA,700,170.5025,45,286,1,NA,6.018046,NA,90005,0,NA,NA,NA,105
1928,16_1_49_83330_2_4,16_1_49_83330,108,83330,2,49,16,5387851010690,2005,2,2005,5387882010690,5387854010690,1,1,11.1,1,45.559653,-115.914329,94.4251,46,0,NA,NA,NA,NA,NA,700,189.2496,40,210,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
1999,16_1_49_84131_4_4,16_1_49_84131,122,84131,4,49,16,5388385010690,2005,2,2005,5388409010690,5388389010690,2,1,7.2,1,45.822583,-116.102815,58.2346,58,0,NA,NA,NA,NA,NA,450,120.8407,12,274,0.199021,NA,6.018046,NA,0,NA,NA,NA,NA,117
2063,16_1_49_84534_4_3,16_1_49_84534,108,84534,4,49,16,5388540010690,2005,2,2005,5388592010690,5388543010690,1,1,9.6,1,45.689314,-115.90649,232.1893,80,0,NA,NA,NA,NA,NA,595,386.3484,20,311,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
2342,16_1_49_83600_2_5,16_1_49_83600,101,83600,2,49,16,5387968010690,2005,2,2005,5387988010690,5387971010690,1,2,10.2,1,45.98457,-115.069845,69.8762,43,0,NA,NA,NA,NA,NA,700,137.404,35,120,1,NA,6.018046,NA,NA,NA,NA,NA,NA,117
2513,16_1_49_80707_3_11,16_1_49_80707,108,80707,3,49,16,31703009010690,2005,2,2005,31703052010690,31703010010690,1,1,9.6,1,45.502964,-115.461594,142.8174,54,0,NA,NA,NA,NA,NA,595,248.6206,26,310,1,NA,6.018046,NA,50005,0,NA,NA,NA,117
2648,16_1_49_86385_1_11,16_1_49_86385,108,86385,1,49,16,5389552010690,2005,2,2005,5389574010690,5389555010690,1,1,5.6,1,45.663894,-115.757778,270.3964,65,0,NA,NA,NA,NA,NA,700,574.3962,5,227,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
2693,16_1_49_86385_3_7,16_1_49_86385,108,86385,3,49,16,5389552010690,2005,2,2005,5389643010690,5389555010690,1,1,7.6,1,45.663894,-115.757778,270.3964,65,0,NA,NA,NA,NA,NA,700,574.3962,5,227,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
2738,16_1_49_86440_1_16,16_1_49_86440,108,86440,1,49,16,5389762010690,2005,2,2005,5389786010690,5389765010690,1,1,10,1,46.488077,-114.785095,127.9065,64,0,NA,NA,NA,NA,NA,700,235.6433,30,38,1,NA,6.018046,NA,0,NA,NA,NA,NA,105
2828,16_1_49_87184_2_14,16_1_49_87184,108,87184,2,49,16,5390243010690,2005,2,2005,5390283010690,5390246010690,1,1,15.8,1,46.526848,-114.464779,150.6583,37,0,NA,NA,NA,NA,NA,735,268.4556,18,30,1,NA,6.018046,NA,90005,0,NA,NA,NA,105
3233,16_1_49_86385_1_18,16_1_49_86385,108,86385,1,49,16,5389552010690,2005,2,2005,5389581010690,5389555010690,1,1,6.3,1,45.663894,-115.757778,270.3964,65,0,NA,NA,NA,NA,NA,700,574.3962,5,227,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
3332,16_1_49_88069_4_5,16_1_49_88069,101,88069,4,49,16,4729863010690,2004,2,2004,4729926010690,4729866010690,1,2,7.4,1,46.477787,-114.463731,102.0459,39,0,NA,NA,NA,NA,NA,735,202.4264,45,46,1,NA,6.018046,NA,NA,NA,NA,NA,NA,105
3458,16_1_49_80045_3_35,16_1_49_80045,108,80045,3,49,16,4726500010690,2004,2,2004,4726624010690,4726503010690,1,1,6.2,1,45.639982,-115.782832,259.3236,61,0,NA,NA,NA,NA,NA,700,611.1614,10,10,1,NA,6.018046,NA,0,NA,NA,NA,NA,117
3548,16_1_49_85437_4_11,16_1_49_85437,108,85437,4,49,16,4728539010690,2004,2,2004,4728602010690,4728542010690,1,2,7.6,1,45.77628,-115.774104,137.7095,30,0,NA,NA,NA,NA,NA,735,235.6761,20,272,1,NA,6.018046,NA,NA,NA,NA,NA,NA,117
3683,16_1_35_87551_1_17,16_1_35_87551,108,87551,1,35,16,4723476010690,2004,2,2004,4723494010690,4723479010690,1,1,10.6,1,46.755863,-114.972032,26.4159,65,0,NA,NA,NA,NA,NA,700,45.591,58,157,1,NA,6.018046,NA,11000,90005,90001,NA,NA,105
3818,16_1_49_85715_1_4,16_1_49_85715,108,85715,1,49,16,4728713010690,2004,2,2004,4728726010690,4728716010690,1,2,11,1,45.64135,-115.457951,135.6006,49,12,9999,0,NA,NA,NA,670,257.0678,47,49,1,NA,6.018046,2004,NA,NA,NA,10,NA,117
3885,16_1_57_86368_3_10,16_1_57_86368,119,86368,3,57,16,4731407010690,2004,2,2004,4731451010690,4731410010690,1,1,1.2,1,47.027427,-116.769707,71.4594,60,0,NA,NA,NA,NA,NA,645,167.3497,40,285,1,NA,74.965282,NA,NA,NA,NA,NA,NA,105
3908,16_1_49_88623_2_10,16_1_49_88623,108,88623,2,49,16,4730227010690,2004,2,2004,4730264010690,4730230010690,1,1,9.3,1,45.594876,-115.267644,127.8883,35,0,NA,NA,NA,NA,NA,670,252.4232,10,265,1,NA,6.018046,NA,11000,0,NA,NA,NA,117
3998,16_1_49_88640_2_18,16_1_49_88640,108,88640,2,49,16,4730382010690,2004,2,2004,4730419010690,4730385010690,1,2,8.4,1,45.957947,-115.45014,190.607,74,12,2002,0,NA,NA,NA,595,345.2383,54,327,1,NA,6.018046,NA,NA,NA,NA,NA,NA,117
4043,16_1_49_88623_2_15,16_1_49_88623,108,88623,2,49,16,4730227010690,2004,2,2004,4730268010690,4730230010690,1,2,8,1,45.594876,-115.267644,127.8883,35,0,NA,NA,NA,NA,NA,670,252.4232,10,265,1,NA,6.018046,2003,NA,NA,NA,10,NA,117
4547,16_1_35_84742_3_2,16_1_35_84742,101,84742,3,35,16,188772693020004,2016,3,2016,486613062489998,486613038489998,1,2,NA,1,46.620747,-114.78109,38.8638,34,0,NA,0,NA,0,NA,670,79.9534,20,65,1,NA,NA,NA,NA,NA,NA,NA,2,105
4718,16_1_49_80543_2_9,16_1_49_80543,108,80543,2,49,16,188772695020004,2016,3,2016,486613227489998,486613199489998,1,0,NA,1,46.487181,-114.724212,0,53,32,2015,0,NA,0,NA,650,0,50,265,1,7,NA,NA,NA,NA,NA,NA,1,105
4853,16_1_49_80964_3_16,16_1_49_80964,108,80964,3,49,16,188772101020004,2016,3,2016,486587351489998,486587276489998,1,1,6.3,1,45.811546,-115.075268,123.476,39,0,NA,0,NA,0,NA,700,257.9837,20,290,1,NA,6.018046,NA,0,NA,NA,NA,1,117
4988,16_1_49_82992_1_14,16_1_49_82992,108,82992,1,49,16,188772550020004,2016,3,2016,486606743489998,486606724489998,1,2,9.7,1,45.816482,-115.391894,171.2635,42,12,2011,0,NA,0,NA,735,314.8006,10,293,1,NA,6.018046,NA,NA,NA,NA,NA,2,117
5438,16_1_49_82138_3_40,16_1_49_82138,108,82138,3,49,16,188772132020004,2016,3,2016,486588865489998,486588780489998,1,2,2.9,1,45.776758,-115.709467,158.8728,42,0,NA,0,NA,0,NA,700,382.5922,25,220,1,4,74.965282,NA,NA,NA,NA,NA,NA,117
5483,16_1_49_87331_2_1,16_1_49_87331,108,87331,2,49,16,188772402020004,2016,3,2016,486598028489998,486597999489998,1,1,12.1,1,45.947537,-115.067533,73.2632,45,0,NA,0,NA,0,NA,700,155.8852,20,250,1,NA,6.018046,NA,0,NA,NA,NA,1,117
5554,16_1_49_80651_2_3,16_1_49_80651,122,80651,2,49,16,188772415020004,2016,3,2016,486599058489998,486599048489998,1,2,22,1,45.288041,-116.36376,0,44,0,NA,0,NA,0,NA,450,0,75,292,0.75,NA,6.018046,2015,NA,NA,NA,10,1,117
5618,16_1_49_84792_3_29,16_1_49_84792,108,84792,3,49,16,188772061020004,2016,3,2016,486585824489998,486585754489998,1,1,5.2,1,45.732365,-115.910168,194.7015,36,0,NA,0,NA,0,NA,735,349.0736,40,280,1,1,6.018046,NA,0,NA,NA,NA,NA,117
6113,16_1_57_87449_4_9,16_1_57_87449,108,87449,4,57,16,188772255020004,2016,3,2016,486592951489998,486592891489998,1,1,5.8,1,47.016086,-116.684258,73.0568,NA,22,9999,0,NA,0,NA,595,147.9838,49,64,1,NA,6.018046,NA,0,NA,NA,NA,1,105
6788,16_1_49_83924_1_5,16_1_49_83924,108,83924,1,49,16,188773435020004,2017,3,2017,531025300126144,531025283126144,1,2,10.5,1,45.692018,-115.851227,102.0672,54,12,9999,0,NA,0,NA,595,167.2806,30,213,1,NA,6.018046,2017,NA,NA,NA,10,1,117
7103,16_1_49_80718_2_13,16_1_49_80718,108,80718,2,49,16,188773523020004,2017,3,2017,531030541126144,531030504126144,1,2,NA,1,46.035571,-114.678427,90.1588,42,0,NA,0,NA,0,NA,735,177.7004,55,16,1,NA,NA,NA,NA,NA,NA,NA,2,117
7238,16_1_35_88794_1_13,16_1_35_88794,108,88794,1,35,16,188773023020004,2017,3,2017,531007274126144,531007256126144,1,2,6.6,1,46.663084,-114.716938,0,NA,30,2016,0,NA,0,NA,700,0,30,192,1,NA,6.018046,2016,NA,NA,NA,30,1,105
7283,16_1_35_88794_3_25,16_1_35_88794,108,88794,3,35,16,188773023020004,2017,3,2017,531007334126144,531007256126144,1,2,NA,1,46.663084,-114.716938,0,NA,30,2016,0,NA,0,NA,700,0,30,192,1,NA,NA,NA,NA,NA,NA,NA,2,105
7508,16_1_49_82409_4_3,16_1_49_82409,108,82409,4,49,16,188773582020004,2017,3,2017,531033516126144,531033470126144,1,2,NA,1,46.392983,-114.593577,15.9897,56,30,2009,0,NA,0,NA,700,27.6033,34,159,1,NA,NA,2009,NA,NA,NA,30,1,105
7688,16_1_49_87983_3_31,16_1_49_87983,108,87983,3,49,16,188773285020004,2017,3,2017,531016950126144,531016888126144,1,2,6.8,1,45.680008,-115.333496,44.6766,50,12,9999,0,NA,0,NA,700,92.6707,50,286,1,NA,6.018046,NA,NA,NA,NA,NA,2,117
7778,16_1_49_88993_4_5,16_1_49_88993,108,88993,4,49,16,188773443020004,2017,3,2017,531025970126144,531025923126144,1,2,NA,1,45.831567,-115.353285,70.5206,70,12,9999,0,NA,0,NA,700,122.3859,44,136,1,NA,NA,NA,NA,NA,NA,NA,2,117
8048,16_1_35_88145_3_5,16_1_35_88145,108,88145,3,35,16,188774270020004,2018,3,2018,672246733126144,672246712126144,1,2,NA,1,46.75086,-114.83375,45.3113,60,12,9999,0,NA,0,NA,700,78.7387,23,170,1,NA,NA,2010,NA,NA,NA,10,1,105
8119,16_1_35_87445_2_3,16_1_35_87445,122,87445,2,35,16,188774326020004,2018,3,2018,672249693126144,672249664126144,2,1,8.2,1,46.712601,-116.2411,156.7889,56,0,NA,0,NA,0,NA,595,326.6432,17,289,0.5,NA,6.018046,NA,0,NA,NA,NA,1,105
8192,16_1_49_80015_4_9,16_1_49_80015,101,80015,4,49,16,188774025020004,2018,3,2018,672235330126144,672235265126144,1,2,NA,1,45.599731,-115.98244,112.6147,50,31,2017,0,NA,0,NA,735,194.1269,40,345,1,NA,NA,NA,NA,NA,NA,NA,2,117
8344,16_1_49_81155_3_8,16_1_49_81155,122,81155,3,49,16,188774333020004,2018,3,2018,672250061126144,672250038126144,1,2,10.5,1,45.777023,-115.970355,113.7104,89,0,NA,0,NA,0,NA,450,177.1313,45,180,1,NA,6.018046,2011,NA,NA,NA,10,1,117
8498,16_1_49_82399_4_24,16_1_49_82399,108,82399,4,49,16,188774354020004,2018,3,2018,672251245126144,672251156126144,1,2,NA,1,45.59077,-115.468951,0,NA,30,2012,0,NA,0,NA,700,0,23,128,1,NA,NA,2012,NA,NA,NA,30,1,117
8723,16_1_49_86839_2_12,16_1_49_86839,108,86839,2,49,16,188773906020004,2018,3,2018,672265042126144,672265019126144,1,1,5.1,1,46.125335,-114.666522,26.3403,27,0,NA,0,NA,0,NA,595,55.4844,68,261,1,1,6.018046,NA,0,NA,NA,NA,NA,117
8858,16_1_49_84802_1_8,16_1_49_84802,108,84802,1,49,16,188774206020004,2018,3,2018,672242933126144,672242914126144,1,2,5,1,45.774079,-115.132176,93.3546,60,22,9999,0,NA,0,NA,700,178.4616,15,102,1,NA,6.018046,NA,NA,NA,NA,NA,2,117
8948,16_1_49_82117_3_19,16_1_49_82117,108,82117,3,49,16,188774037020004,2018,3,2018,672235568126144,672235506126144,1,2,7.7,1,45.989003,-114.679762,64.3012,41,0,NA,0,NA,0,NA,700,142.8996,0,0,1,NA,6.018046,2011,NA,NA,NA,20,1,117
8993,16_1_49_83500_1_2,16_1_49_83500,108,83500,1,49,16,188774350020004,2018,3,2018,672250732126144,672250722126144,1,2,15.5,1,46.407584,-115.50302,138.224,68,0,NA,0,NA,0,NA,735,207.6262,40,40,1,NA,6.018046,NA,NA,NA,NA,NA,2,105
9083,16_1_49_85429_4_22,16_1_49_85429,108,85429,4,49,16,188774194020004,2018,3,2018,672242191126144,672242109126144,1,2,NA,1,45.958437000000004,-115.641091,146.4513,54,22,9999,0,NA,0,NA,735,266.3451,60,80,1,NA,NA,NA,NA,NA,NA,NA,2,117
9398,16_1_49_87903_2_3,16_1_49_87903,108,87903,2,49,16,188773960020004,2018,3,2018,672267323126144,672267291126144,1,1,8.5,1,45.58022,-115.827821,145.1734,44,0,NA,0,NA,0,NA,700,301.0578,25,240,1,NA,6.018046,NA,0,NA,NA,NA,1,117
9578,16_1_35_85342_1_3,16_1_35_85342,108,85342,1,35,16,354845152489998,2019,3,2019,753197445290487,753197432290487,1,2,12,1,46.666799,-114.973721,60.5302,76,12,2015,0,NA,0,NA,595,81.6962,38,86,1,NA,6.018046,2015,NA,NA,NA,10,1,105
9713,16_1_35_88829_3_13,16_1_35_88829,108,88829,3,35,16,354845376489998,2019,3,2019,753173173290487,753173139290487,1,1,6.4,1,46.712416,-114.844794,53.5132,44,0,NA,0,NA,0,NA,700,116.0847,44,333,1,1,6.018046,NA,0,NA,NA,NA,NA,105
9803,16_1_49_81498_2_1,16_1_49_81498,108,81498,2,49,16,354844905489998,2019,3,2019,753186267290487,753186238290487,2,1,9,1,46.009835,-114.958513,229.2591,65,0,NA,0,NA,0,NA,700,529.4846,25,288,0.25,NA,6.018046,NA,0,NA,NA,NA,NA,117
9983,16_1_49_82055_4_5,16_1_49_82055,108,82055,4,49,16,354845223489998,2019,3,2019,753201414290487,753201344290487,1,1,10.3,1,45.695221,-116.094698,151.783,57,22,9999,12,2014,0,NA,670,285.752,20,320,1,NA,6.018046,NA,0,NA,NA,NA,1,117
10144,16_1_49_82520_3_13,16_1_49_82520,122,82520,3,49,16,354845024489998,2019,3,2019,753190525290487,753190509290487,2,2,2.5,1,45.544945,-115.072263,0,NA,30,2018,0,NA,0,NA,450,0,55,250,0.25,4,74.965282,NA,NA,NA,NA,NA,NA,117
10549,16_1_49_80203_2_11,16_1_49_80203,122,80203,2,49,16,188772407020004,2016,3,2016,486598483489998,486598460489998,1,2,8.7,1,45.589923,-115.205435,171.3507,74,0,NA,0,NA,0,NA,595,261.5563,65,160,1,NA,6.018046,2009,NA,NA,NA,30,1,117
10594,16_1_9_88492_2_1,16_1_9_88492,122,88492,2,9,16,354845111489998,2019,3,2019,753194898290487,753194875290487,1,1,15.5,1,47.085735,-116.735152,155.0639,74,0,NA,0,NA,0,NA,595,251.1625,20,231,1,NA,6.018046,NA,0,NA,NA,NA,1,105
10658,16_1_49_83886_4_3,16_1_49_83886,108,83886,4,49,16,354845089489998,2019,3,2019,753193590290487,753193525290487,1,1,6.6,1,45.688446,-115.258411,67.0075,44,22,9999,0,NA,0,NA,700,139.3448,17,154,1,NA,6.018046,NA,0,NA,NA,NA,1,117
